InputStoryid	rightanswer	wronganswer
dc4f6b5b-618f-4521-8612-ea3b8a36d53f	election	dance
dc4f6b5b-618f-4521-8612-ea3b8a36d53f	election	practiced
dc780237-3a9c-4d74-88df-d9cfed9812fc	veggies	weeds
dc780237-3a9c-4d74-88df-d9cfed9812fc	veggies	grow
dc780237-3a9c-4d74-88df-d9cfed9812fc	grow	weeds
dc780237-3a9c-4d74-88df-d9cfed9812fc	grow	grow
dc780237-3a9c-4d74-88df-d9cfed9812fc	large	weeds
dc780237-3a9c-4d74-88df-d9cfed9812fc	large	grow
dc780237-3a9c-4d74-88df-d9cfed9812fc	plentiful	weeds
dc780237-3a9c-4d74-88df-d9cfed9812fc	plentiful	grow
dc814987-6a2d-41b6-9232-4c689089e3be	great	decided
dc814987-6a2d-41b6-9232-4c689089e3be	great	never
dc814987-6a2d-41b6-9232-4c689089e3be	great	go
dc814987-6a2d-41b6-9232-4c689089e3be	great	pool
dc814987-6a2d-41b6-9232-4c689089e3be	time	decided
dc814987-6a2d-41b6-9232-4c689089e3be	time	never
dc814987-6a2d-41b6-9232-4c689089e3be	time	go
dc814987-6a2d-41b6-9232-4c689089e3be	time	pool
dc845153-6fcc-4e6f-a06d-08d6459da34c	tue	afterwards
dc845153-6fcc-4e6f-a06d-08d6459da34c	tue	tuie
dc845153-6fcc-4e6f-a06d-08d6459da34c	loved	afterwards
dc845153-6fcc-4e6f-a06d-08d6459da34c	loved	tuie
dc845153-6fcc-4e6f-a06d-08d6459da34c	new	afterwards
dc845153-6fcc-4e6f-a06d-08d6459da34c	new	tuie
dc845153-6fcc-4e6f-a06d-08d6459da34c	blanket	afterwards
dc845153-6fcc-4e6f-a06d-08d6459da34c	blanket	tuie
dcb4c16a-99ae-4143-8f22-8201b6b96dad	went	decided
dcb4c16a-99ae-4143-8f22-8201b6b96dad	went	study
dcb4c16a-99ae-4143-8f22-8201b6b96dad	went	algebra
dcb4c16a-99ae-4143-8f22-8201b6b96dad	docks	decided
dcb4c16a-99ae-4143-8f22-8201b6b96dad	docks	study
dcb4c16a-99ae-4143-8f22-8201b6b96dad	docks	algebra
dcb4c16a-99ae-4143-8f22-8201b6b96dad	find	decided
dcb4c16a-99ae-4143-8f22-8201b6b96dad	find	study
dcb4c16a-99ae-4143-8f22-8201b6b96dad	find	algebra
dcb4c16a-99ae-4143-8f22-8201b6b96dad	apprenticeship	decided
dcb4c16a-99ae-4143-8f22-8201b6b96dad	apprenticeship	study
dcb4c16a-99ae-4143-8f22-8201b6b96dad	apprenticeship	algebra
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	office	office
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	office	worker
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	office	began
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	office	sing
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	office	little
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	office	tune
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	worker	office
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	worker	worker
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	worker	began
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	worker	sing
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	worker	little
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	worker	tune
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	knew	office
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	knew	worker
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	knew	began
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	knew	sing
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	knew	little
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	knew	tune
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	going	office
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	going	worker
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	going	began
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	going	sing
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	going	little
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	going	tune
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	long	office
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	long	worker
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	long	began
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	long	sing
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	long	little
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	long	tune
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	day	office
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	day	worker
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	day	began
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	day	sing
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	day	little
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	day	tune
dce33dd0-0dc4-4281-9662-558c4939993f	embarrassed	proud
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	learned	enjoyed
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	learned	riding
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	learned	bus
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	learned	every
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	learned	day
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	lot	enjoyed
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	lot	riding
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	lot	bus
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	lot	every
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	lot	day
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	mom	enjoyed
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	mom	riding
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	mom	bus
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	mom	every
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	mom	day
dd101579-96e4-4840-9e33-9bb4ce3c18ab	one	decided
dd101579-96e4-4840-9e33-9bb4ce3c18ab	one	didnt
dd101579-96e4-4840-9e33-9bb4ce3c18ab	one	like
dd101579-96e4-4840-9e33-9bb4ce3c18ab	one	baseball
dd101579-96e4-4840-9e33-9bb4ce3c18ab	one	anymore
dd101579-96e4-4840-9e33-9bb4ce3c18ab	made	decided
dd101579-96e4-4840-9e33-9bb4ce3c18ab	made	didnt
dd101579-96e4-4840-9e33-9bb4ce3c18ab	made	like
dd101579-96e4-4840-9e33-9bb4ce3c18ab	made	baseball
dd101579-96e4-4840-9e33-9bb4ce3c18ab	made	anymore
dd101579-96e4-4840-9e33-9bb4ce3c18ab	fun	decided
dd101579-96e4-4840-9e33-9bb4ce3c18ab	fun	didnt
dd101579-96e4-4840-9e33-9bb4ce3c18ab	fun	like
dd101579-96e4-4840-9e33-9bb4ce3c18ab	fun	baseball
dd101579-96e4-4840-9e33-9bb4ce3c18ab	fun	anymore
dd101579-96e4-4840-9e33-9bb4ce3c18ab	baseball	decided
dd101579-96e4-4840-9e33-9bb4ce3c18ab	baseball	didnt
dd101579-96e4-4840-9e33-9bb4ce3c18ab	baseball	like
dd101579-96e4-4840-9e33-9bb4ce3c18ab	baseball	baseball
dd101579-96e4-4840-9e33-9bb4ce3c18ab	baseball	anymore
dd40ff19-7fb4-4941-9776-cf3cf381c827	decided	let
dd40ff19-7fb4-4941-9776-cf3cf381c827	decided	dog
dd40ff19-7fb4-4941-9776-cf3cf381c827	decided	house
dd40ff19-7fb4-4941-9776-cf3cf381c827	cook	let
dd40ff19-7fb4-4941-9776-cf3cf381c827	cook	dog
dd40ff19-7fb4-4941-9776-cf3cf381c827	cook	house
dd40ff19-7fb4-4941-9776-cf3cf381c827	family	let
dd40ff19-7fb4-4941-9776-cf3cf381c827	family	dog
dd40ff19-7fb4-4941-9776-cf3cf381c827	family	house
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	went	woke
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	went	went
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	went	jog
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	sleep	woke
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	sleep	went
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	sleep	jog
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	feeling	woke
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	feeling	went
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	feeling	jog
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	life	woke
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	life	went
dd9f78f3-86b5-4eff-b6b5-b3c0ad2c3dd2	life	jog
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	able	bought
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	able	lizard
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	able	dad
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	get	bought
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	get	lizard
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	get	dad
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	dog	bought
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	dog	lizard
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	dog	dad
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	dad	bought
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	dad	lizard
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	dad	dad
ddda87a3-3139-44fe-8593-6fd6fd643a3c	really	hear
ddda87a3-3139-44fe-8593-6fd6fd643a3c	really	broke
ddda87a3-3139-44fe-8593-6fd6fd643a3c	made	hear
ddda87a3-3139-44fe-8593-6fd6fd643a3c	made	broke
ddda87a3-3139-44fe-8593-6fd6fd643a3c	plans	hear
ddda87a3-3139-44fe-8593-6fd6fd643a3c	plans	broke
dde98c28-b82a-4b83-a88b-b57e6ff4e351	got	congratulated
dde98c28-b82a-4b83-a88b-b57e6ff4e351	got	marriage
dde98c28-b82a-4b83-a88b-b57e6ff4e351	married	congratulated
dde98c28-b82a-4b83-a88b-b57e6ff4e351	married	marriage
dde98c28-b82a-4b83-a88b-b57e6ff4e351	nothing	congratulated
dde98c28-b82a-4b83-a88b-b57e6ff4e351	nothing	marriage
ddf7b3da-705d-4170-8eb2-ce9c84650f50	excited	disappointed
de0a802b-42f5-4a20-9ec3-6c1a772ed798	wish	wish
de0a802b-42f5-4a20-9ec3-6c1a772ed798	wish	rained
de0f74d0-0873-4cf7-9378-f23dae1cc4ab	angry	amused
de22641c-e54c-4919-852d-8795788acb2b	played	went
de22641c-e54c-4919-852d-8795788acb2b	played	outside
de22641c-e54c-4919-852d-8795788acb2b	played	play
de22641c-e54c-4919-852d-8795788acb2b	played	baseball
de22641c-e54c-4919-852d-8795788acb2b	monopoly	went
de22641c-e54c-4919-852d-8795788acb2b	monopoly	outside
de22641c-e54c-4919-852d-8795788acb2b	monopoly	play
de22641c-e54c-4919-852d-8795788acb2b	monopoly	baseball
de22641c-e54c-4919-852d-8795788acb2b	two	went
de22641c-e54c-4919-852d-8795788acb2b	two	outside
de22641c-e54c-4919-852d-8795788acb2b	two	play
de22641c-e54c-4919-852d-8795788acb2b	two	baseball
de22641c-e54c-4919-852d-8795788acb2b	hours	went
de22641c-e54c-4919-852d-8795788acb2b	hours	outside
de22641c-e54c-4919-852d-8795788acb2b	hours	play
de22641c-e54c-4919-852d-8795788acb2b	hours	baseball
de246ede-b577-4f9e-ae08-eb08dc710687	remarked	remarked
de246ede-b577-4f9e-ae08-eb08dc710687	remarked	tasty
de246ede-b577-4f9e-ae08-eb08dc710687	remarked	sausage
de246ede-b577-4f9e-ae08-eb08dc710687	tasty	remarked
de246ede-b577-4f9e-ae08-eb08dc710687	tasty	tasty
de246ede-b577-4f9e-ae08-eb08dc710687	tasty	sausage
de246ede-b577-4f9e-ae08-eb08dc710687	chicken	remarked
de246ede-b577-4f9e-ae08-eb08dc710687	chicken	tasty
de246ede-b577-4f9e-ae08-eb08dc710687	chicken	sausage
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	ate	threw
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	ate	away
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	ate	sandwich
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	sandwich	threw
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	sandwich	away
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	sandwich	sandwich
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	four	threw
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	four	away
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	four	sandwich
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	bites	threw
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	bites	away
de8a7cca-4984-4ff0-ad32-31abf0cd57fc	bites	sandwich
de945b2e-59ef-4bc5-9d51-7efa194dd90e	predictably	pie
de945b2e-59ef-4bc5-9d51-7efa194dd90e	predictably	blue
de945b2e-59ef-4bc5-9d51-7efa194dd90e	predictably	ribbon
de945b2e-59ef-4bc5-9d51-7efa194dd90e	predictably	flavor
de945b2e-59ef-4bc5-9d51-7efa194dd90e	predictably	baking
de945b2e-59ef-4bc5-9d51-7efa194dd90e	predictably	contest
de945b2e-59ef-4bc5-9d51-7efa194dd90e	pie	pie
de945b2e-59ef-4bc5-9d51-7efa194dd90e	pie	blue
de945b2e-59ef-4bc5-9d51-7efa194dd90e	pie	ribbon
de945b2e-59ef-4bc5-9d51-7efa194dd90e	pie	flavor
de945b2e-59ef-4bc5-9d51-7efa194dd90e	pie	baking
de945b2e-59ef-4bc5-9d51-7efa194dd90e	pie	contest
de945b2e-59ef-4bc5-9d51-7efa194dd90e	flavorful	pie
de945b2e-59ef-4bc5-9d51-7efa194dd90e	flavorful	blue
de945b2e-59ef-4bc5-9d51-7efa194dd90e	flavorful	ribbon
de945b2e-59ef-4bc5-9d51-7efa194dd90e	flavorful	flavor
de945b2e-59ef-4bc5-9d51-7efa194dd90e	flavorful	baking
de945b2e-59ef-4bc5-9d51-7efa194dd90e	flavorful	contest
de97e427-f428-4b4e-80e6-b22b80a9f3f1	ask	wanted
de97e427-f428-4b4e-80e6-b22b80a9f3f1	ask	ask
dea63a70-0af3-4b1b-a558-c31b7523f185	mother	told
dea63a70-0af3-4b1b-a558-c31b7523f185	mother	mother
dea63a70-0af3-4b1b-a558-c31b7523f185	mother	took
dea63a70-0af3-4b1b-a558-c31b7523f185	mother	pizza
dea63a70-0af3-4b1b-a558-c31b7523f185	found	told
dea63a70-0af3-4b1b-a558-c31b7523f185	found	mother
dea63a70-0af3-4b1b-a558-c31b7523f185	found	took
dea63a70-0af3-4b1b-a558-c31b7523f185	found	pizza
dea63a70-0af3-4b1b-a558-c31b7523f185	made	told
dea63a70-0af3-4b1b-a558-c31b7523f185	made	mother
dea63a70-0af3-4b1b-a558-c31b7523f185	made	took
dea63a70-0af3-4b1b-a558-c31b7523f185	made	pizza
dea63a70-0af3-4b1b-a558-c31b7523f185	confess	told
dea63a70-0af3-4b1b-a558-c31b7523f185	confess	mother
dea63a70-0af3-4b1b-a558-c31b7523f185	confess	took
dea63a70-0af3-4b1b-a558-c31b7523f185	confess	pizza
deb8c53c-77d6-4922-9663-c80d2884b306	loved	stole
deb8c53c-77d6-4922-9663-c80d2884b306	loved	sega
deb8c53c-77d6-4922-9663-c80d2884b306	loved	sell
deb8c53c-77d6-4922-9663-c80d2884b306	loved	cocaine
deb8c53c-77d6-4922-9663-c80d2884b306	going	stole
deb8c53c-77d6-4922-9663-c80d2884b306	going	sega
deb8c53c-77d6-4922-9663-c80d2884b306	going	sell
deb8c53c-77d6-4922-9663-c80d2884b306	going	cocaine
deb8c53c-77d6-4922-9663-c80d2884b306	friends	stole
deb8c53c-77d6-4922-9663-c80d2884b306	friends	sega
deb8c53c-77d6-4922-9663-c80d2884b306	friends	sell
deb8c53c-77d6-4922-9663-c80d2884b306	friends	cocaine
deb8c53c-77d6-4922-9663-c80d2884b306	house	stole
deb8c53c-77d6-4922-9663-c80d2884b306	house	sega
deb8c53c-77d6-4922-9663-c80d2884b306	house	sell
deb8c53c-77d6-4922-9663-c80d2884b306	house	cocaine
dedf5688-6b20-47aa-b153-66738da47f40	went	checkout
dedf5688-6b20-47aa-b153-66738da47f40	went	book
dedf5688-6b20-47aa-b153-66738da47f40	went	dolphins
dedf5688-6b20-47aa-b153-66738da47f40	home	checkout
dedf5688-6b20-47aa-b153-66738da47f40	home	book
dedf5688-6b20-47aa-b153-66738da47f40	home	dolphins
dedf5688-6b20-47aa-b153-66738da47f40	without	checkout
dedf5688-6b20-47aa-b153-66738da47f40	without	book
dedf5688-6b20-47aa-b153-66738da47f40	without	dolphins
dedf5688-6b20-47aa-b153-66738da47f40	checking	checkout
dedf5688-6b20-47aa-b153-66738da47f40	checking	book
dedf5688-6b20-47aa-b153-66738da47f40	checking	dolphins
dedf5688-6b20-47aa-b153-66738da47f40	book	checkout
dedf5688-6b20-47aa-b153-66738da47f40	book	book
dedf5688-6b20-47aa-b153-66738da47f40	book	dolphins
def65ae3-59f4-48c2-94da-ebb321d0040b	might	likely
def65ae3-59f4-48c2-94da-ebb321d0040b	might	pass
def65ae3-59f4-48c2-94da-ebb321d0040b	might	class
def65ae3-59f4-48c2-94da-ebb321d0040b	fail	likely
def65ae3-59f4-48c2-94da-ebb321d0040b	fail	pass
def65ae3-59f4-48c2-94da-ebb321d0040b	fail	class
def65ae3-59f4-48c2-94da-ebb321d0040b	class	likely
def65ae3-59f4-48c2-94da-ebb321d0040b	class	pass
def65ae3-59f4-48c2-94da-ebb321d0040b	class	class
df0d8e95-7aeb-42da-be3e-f1769d467cee	limped	well
df0d8e95-7aeb-42da-be3e-f1769d467cee	limped	skateboarded
df0d8e95-7aeb-42da-be3e-f1769d467cee	limped	day
df0d8e95-7aeb-42da-be3e-f1769d467cee	home	well
df0d8e95-7aeb-42da-be3e-f1769d467cee	home	skateboarded
df0d8e95-7aeb-42da-be3e-f1769d467cee	home	day
df0d8e95-7aeb-42da-be3e-f1769d467cee	legs	well
df0d8e95-7aeb-42da-be3e-f1769d467cee	legs	skateboarded
df0d8e95-7aeb-42da-be3e-f1769d467cee	legs	day
df0d8e95-7aeb-42da-be3e-f1769d467cee	bleeding	well
df0d8e95-7aeb-42da-be3e-f1769d467cee	bleeding	skateboarded
df0d8e95-7aeb-42da-be3e-f1769d467cee	bleeding	day
df269aa8-ee3b-4dfa-a1be-3e411948d57b	paper	paper
df269aa8-ee3b-4dfa-a1be-3e411948d57b	paper	bought
df269aa8-ee3b-4dfa-a1be-3e411948d57b	paper	reasonable
df269aa8-ee3b-4dfa-a1be-3e411948d57b	paper	purchase
df269aa8-ee3b-4dfa-a1be-3e411948d57b	bought	paper
df269aa8-ee3b-4dfa-a1be-3e411948d57b	bought	bought
df269aa8-ee3b-4dfa-a1be-3e411948d57b	bought	reasonable
df269aa8-ee3b-4dfa-a1be-3e411948d57b	bought	purchase
df269aa8-ee3b-4dfa-a1be-3e411948d57b	little	paper
df269aa8-ee3b-4dfa-a1be-3e411948d57b	little	bought
df269aa8-ee3b-4dfa-a1be-3e411948d57b	little	reasonable
df269aa8-ee3b-4dfa-a1be-3e411948d57b	little	purchase
df269aa8-ee3b-4dfa-a1be-3e411948d57b	kids	paper
df269aa8-ee3b-4dfa-a1be-3e411948d57b	kids	bought
df269aa8-ee3b-4dfa-a1be-3e411948d57b	kids	reasonable
df269aa8-ee3b-4dfa-a1be-3e411948d57b	kids	purchase
df2deb91-aa75-4356-96e3-89d7f783c309	cashier	good
df2deb91-aa75-4356-96e3-89d7f783c309	cashier	day
df2deb91-aa75-4356-96e3-89d7f783c309	unhappily	good
df2deb91-aa75-4356-96e3-89d7f783c309	unhappily	day
df2deb91-aa75-4356-96e3-89d7f783c309	obliged	good
df2deb91-aa75-4356-96e3-89d7f783c309	obliged	day
df758982-8116-4c76-b7cb-5f67e0a97914	great	sad
df758982-8116-4c76-b7cb-5f67e0a97914	time	sad
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	stranger	stranger
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	stranger	stole
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	stranger	coats
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	offered	stranger
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	offered	stole
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	offered	coats
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	hot	stranger
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	hot	stole
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	hot	coats
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	chocolate	stranger
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	chocolate	stole
df814f59-c2a9-4586-b884-e6ddb1e1f4e5	chocolate	coats
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	face	werent
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	face	survivors
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	young	werent
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	young	survivors
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	lady	werent
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	lady	survivors
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	crying	werent
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	crying	survivors
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	help	werent
dfb782ed-db2a-48d6-8f7b-01ed84fd5749	help	survivors
dfc1fecf-7f42-4866-aa26-1371b985ab05	grandchildren	wished
dfc1fecf-7f42-4866-aa26-1371b985ab05	grandchildren	daughter
dfc1fecf-7f42-4866-aa26-1371b985ab05	baked	wished
dfc1fecf-7f42-4866-aa26-1371b985ab05	baked	daughter
dfc1fecf-7f42-4866-aa26-1371b985ab05	cookies	wished
dfc1fecf-7f42-4866-aa26-1371b985ab05	cookies	daughter
dfc1fecf-7f42-4866-aa26-1371b985ab05	everyday	wished
dfc1fecf-7f42-4866-aa26-1371b985ab05	everyday	daughter
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	grateful	told
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	grateful	husband
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	grateful	got
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	grateful	mad
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	bought	told
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	bought	husband
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	bought	got
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	bought	mad
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	lunch	told
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	lunch	husband
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	lunch	got
dfe9c7d2-cca0-4d1f-80f9-aea732b75434	lunch	mad
dff76782-7eab-4a03-aacf-bbb4127fc4ff	key	key
dff76782-7eab-4a03-aacf-bbb4127fc4ff	key	quit
dff76782-7eab-4a03-aacf-bbb4127fc4ff	key	team
dff76782-7eab-4a03-aacf-bbb4127fc4ff	good	key
dff76782-7eab-4a03-aacf-bbb4127fc4ff	good	quit
dff76782-7eab-4a03-aacf-bbb4127fc4ff	good	team
dff76782-7eab-4a03-aacf-bbb4127fc4ff	player	key
dff76782-7eab-4a03-aacf-bbb4127fc4ff	player	quit
dff76782-7eab-4a03-aacf-bbb4127fc4ff	player	team
dff93132-a07e-48de-9e96-185de2210a4e	independent	like
dff93132-a07e-48de-9e96-185de2210a4e	independent	things
e0009a5b-fd6d-4546-99f8-d83e38b8264c	eventually	liked
e0009a5b-fd6d-4546-99f8-d83e38b8264c	eventually	knitting
e0009a5b-fd6d-4546-99f8-d83e38b8264c	eventually	sailing
e0009a5b-fd6d-4546-99f8-d83e38b8264c	ran	liked
e0009a5b-fd6d-4546-99f8-d83e38b8264c	ran	knitting
e0009a5b-fd6d-4546-99f8-d83e38b8264c	ran	sailing
e0009a5b-fd6d-4546-99f8-d83e38b8264c	room	liked
e0009a5b-fd6d-4546-99f8-d83e38b8264c	room	knitting
e0009a5b-fd6d-4546-99f8-d83e38b8264c	room	sailing
e0009a5b-fd6d-4546-99f8-d83e38b8264c	store	liked
e0009a5b-fd6d-4546-99f8-d83e38b8264c	store	knitting
e0009a5b-fd6d-4546-99f8-d83e38b8264c	store	sailing
e0106925-116e-45e0-b937-a83bdbbcc752	relieved	hardly
e0106925-116e-45e0-b937-a83bdbbcc752	relieved	put
e0106925-116e-45e0-b937-a83bdbbcc752	relieved	effort
e0106925-116e-45e0-b937-a83bdbbcc752	relieved	writing
e0106925-116e-45e0-b937-a83bdbbcc752	relieved	essay
e0106925-116e-45e0-b937-a83bdbbcc752	finally	hardly
e0106925-116e-45e0-b937-a83bdbbcc752	finally	put
e0106925-116e-45e0-b937-a83bdbbcc752	finally	effort
e0106925-116e-45e0-b937-a83bdbbcc752	finally	writing
e0106925-116e-45e0-b937-a83bdbbcc752	finally	essay
e0106925-116e-45e0-b937-a83bdbbcc752	turned	hardly
e0106925-116e-45e0-b937-a83bdbbcc752	turned	put
e0106925-116e-45e0-b937-a83bdbbcc752	turned	effort
e0106925-116e-45e0-b937-a83bdbbcc752	turned	writing
e0106925-116e-45e0-b937-a83bdbbcc752	turned	essay
e0106925-116e-45e0-b937-a83bdbbcc752	essay	hardly
e0106925-116e-45e0-b937-a83bdbbcc752	essay	put
e0106925-116e-45e0-b937-a83bdbbcc752	essay	effort
e0106925-116e-45e0-b937-a83bdbbcc752	essay	writing
e0106925-116e-45e0-b937-a83bdbbcc752	essay	essay
e0644cca-3711-444f-ba22-22e701d18fa9	best	best
e0644cca-3711-444f-ba22-22e701d18fa9	best	friend
e0644cca-3711-444f-ba22-22e701d18fa9	best	felt
e0644cca-3711-444f-ba22-22e701d18fa9	best	angry
e0644cca-3711-444f-ba22-22e701d18fa9	friend	best
e0644cca-3711-444f-ba22-22e701d18fa9	friend	friend
e0644cca-3711-444f-ba22-22e701d18fa9	friend	felt
e0644cca-3711-444f-ba22-22e701d18fa9	friend	angry
e0644cca-3711-444f-ba22-22e701d18fa9	elated	best
e0644cca-3711-444f-ba22-22e701d18fa9	elated	friend
e0644cca-3711-444f-ba22-22e701d18fa9	elated	felt
e0644cca-3711-444f-ba22-22e701d18fa9	elated	angry
e07f116a-1056-481b-ae90-67f432621c75	got	doesnt
e07f116a-1056-481b-ae90-67f432621c75	got	like
e07f116a-1056-481b-ae90-67f432621c75	got	football
e07f116a-1056-481b-ae90-67f432621c75	better	doesnt
e07f116a-1056-481b-ae90-67f432621c75	better	like
e07f116a-1056-481b-ae90-67f432621c75	better	football
e07f116a-1056-481b-ae90-67f432621c75	time	doesnt
e07f116a-1056-481b-ae90-67f432621c75	time	like
e07f116a-1056-481b-ae90-67f432621c75	time	football
e08d2539-cd0c-4553-b954-948f59a27e20	great	decided
e08d2539-cd0c-4553-b954-948f59a27e20	great	eat
e08d2539-cd0c-4553-b954-948f59a27e20	great	hotdog
e08d2539-cd0c-4553-b954-948f59a27e20	great	instead
e08d2539-cd0c-4553-b954-948f59a27e20	time	decided
