storyid,answer,sentence1,sentence1_sentiment,sentence1_sentiment_score,sentence2,sentence2_sentiment,sentence2_sentiment_score
6cdcabcc-d50d-4943-b6dc-b098e9f40267,2,Gayle did not like feeding the farm animals.,Negative,0.04,Gayle had fun feeding the geese.,Positive,0.98
1bb9a251-ab9e-4286-a2d7-6b2f7d39cf11,1,Quentin really enjoyed the hunting trip.,Positive,0.99,Quentin went to school.,Neutral,0.58
8b3f5819-d339-4083-843a-31cec8416dd6,2,Kate never went back to the school.,Neutral,0.61,Kate practiced often and became great.,Positive,0.99
e90a2d81-63ed-4051-a8f3-92c47a94204f,2,Little Richie felt guilty.,Neutral,0.43,Little Richie no longer has to be afraid of being bullied.,Positive,0.80
981447a3-b34d-43cf-b417-02207d1c1421,2,Bob went out to the beach.,Neutral,0.39,The bobcat was actually his friend in a costume.,Neutral,0.67
420c7bb6-bdff-4a53-88ec-a13789a96b2d,1,The Lamberts were full after the meal.,Negative,0.09,The Lamberts then went to another restaurant.,Neutral,0.37
759f62eb-133d-4515-b9bf-360f488f749d,2,Amy's mom wanted to hang out with her next time.,Positive,0.93,Amy was grounded.,Neutral,0.70
43f54f56-bfd9-4002-bff9-0737cd0b83a7,2,Tim asked Jane to play on the merry go round.,Positive,0.76,Tim was glad he stood up to Jane.,Positive,0.78
9fd936f2-43de-447c-901b-f11036de58f0,2,He vomited all over the judges during his deadlift.,Negative,0.04,He won a weightlifting competition.,Positive,0.77
82a5c676-b395-4614-abdf-22e80515549b,1,I was a little embarrassed by my inexperience with air travel.,Negative,0.08,I always take a small carry-on with me when I fly.,Positive,0.93
cd35466b-8dd6-4678-9beb-74f055764d33,2,Maria told Tony that she wanted a divorce.,Positive,0.81,Maria said yes.,Positive,0.88
b45cff24-3a8f-4c3e-97aa-d18a8273da98,1,Jay was relieved.,Neutral,0.49,Jay was now more terrified of dogs than ever before.,Neutral,0.33
13a6ede0-8275-4a5b-b9f6-921978ebc8c5,2,Gina decided she was working to briskly and should take a break.,Neutral,0.67,"When Gina looked at the clock, she saw she had wasted an hour.",Negative,0.04
5ca0e045-02f5-4587-9e1f-863f3c6f2019,2,I told them that I was happy with their service.,Positive,0.95,"Angrily, I left with my car and went somewhere else.",Negative,0.04
d432490a-c18c-4a09-a9ad-ece2e130716b,1,We had a lot of fun.,Positive,0.98,I was sad we went to the zoo.,Negative,0.14
ddf7b3da-705d-4170-8eb2-ce9c84650f50,2,Amy was so disappointed!,Negative,0.00,Amy was excited!,Positive,0.96
b4d1fcff-7a17-4e19-a953-c899d358c394,2,The woman told the judge she indeed had been speeding.,Neutral,0.45,The woman succeeded in reversing her ticket.,Positive,0.79
b06f2bb3-5c51-4115-82e9-c17c6f0bfa27,1,Eric had to settle for cold peanut butter and jelly for lunch.,Positive,0.95,Eric got a second plate of pizza and french fries.,Positive,0.94
bcb6e60b-8928-47d9-a928-92db3d66b420,1,Kelly's daughter kept on crying.,Positive,0.79,Kelly's daughter started laughing.,Neutral,0.68
10f5cba3-0d29-4f52-b3e3-07aeabe91a41,1,Carla had a great time in Fiji.,Positive,0.99,Carla went home as early as possible to get away from this place.,Positive,0.92
d2413326-dedf-4301-ae9b-2af18e1fdeb5,1,Now Tea is much more careful about spitting out her gum.,Neutral,0.34,Tea put another piece of gum in her hair.,Neutral,0.70
60302391-1114-4681-ba6d-c1c4d87171bf,2,Susan went out and treated her friends to a steak dinner.,Positive,0.90,Susan poured the food into a bowl and ate it.,Negative,0.17
5ae359e2-3f28-438e-af07-40743cdb34a3,2,It was the cheapest pair of jeans she ever bought.,Negative,0.19,She paid for them and was excited.,Neutral,0.71
23972317-c9bf-4c97-9016-9bf299e022d3,1,Mike had a great time.,Positive,0.97,Mike had a terrible time.,Negative,0.02
a442d96c-8063-43cb-a985-7f56bedda251,1,Ned is proud of his hard work and tasty vegetables.,Positive,0.97,Ned decides to throw away the vegetables.,Negative,0.04
187be9a0-99a9-44e9-8d41-902cddf00b54,2,She saw that the customer had never come back for any items.,Negative,0.08,"The layaway bag was empty, with money still owed.",Negative,0.04
740140ec-87af-436c-9ea3-e92315a86cdf,1,I am going to try and have it repaired.,Neutral,0.52,I can't wait to try out some new programs on it.,Positive,0.87
a1b70c5b-8d08-4326-9f07-5f42e22af58b,2,Rachel had a terrible time.,Negative,0.06,Rachel had a wonderful time.,Positive,0.98
cd51f40c-1a74-4112-91b5-740e26be6c2f,2,"She broke the CD over knee, and threw it in the trash.",Negative,0.00,After listening she liked the 2nd song more than the first.,Positive,0.79
2e043b74-4c61-49aa-853e-73b73cd8b2b6,1,I was angry with my boss because work gives no sick leave.,Negative,0.12,My boss was angry with me for being late on the latest report.,Negative,0.20
19158f4a-72fb-41fa-adba-66ca15d29fe0,2,Tiff loved being overweight.,Positive,0.88,Tiff was encouraged to do more.,Neutral,0.63
49fc5cc6-69cc-4628-8497-5677717095b5,1,Briana began to cry.,Negative,0.17,Briana loved crashing.,Negative,0.08
a374c941-7837-42ea-ab3a-06d1c35b914e,1,Amy was thrilled.,Positive,0.97,Amy told the actors she could have performed better.,Negative,0.06
2b09c9fb-092c-4a8a-8f29-864b13d249fb,2,The 100th caller was elated to win the prize.,Positive,0.97,"Several called back to win the prize, and caught the DJ lying.",Neutral,0.34
f7148f6e-69ad-456e-ad56-e98025764159,1,Steve was proud that he stood up for himself.,Positive,0.85,Steve decided to treat himself to ice cream.,Positive,0.88
b487738b-3b12-4183-94f8-856698aae9c2,1,Bernie realized it was his friend prank calling.,Neutral,0.49,Bernie loved phone calls from strangers.,Positive,0.95
2b682c85-29b9-4fea-a938-c89ea82c3742,1,Sue liked the fish.,Positive,0.93,Sue doesn't like animals.,Negative,0.05
6aa3fbd8-80e2-4eac-837f-000c814d3d36,2,Chase and his girlfriend broke up.,Neutral,0.26,They promised not to go to bed mad anymore.,Neutral,0.46
51f1eea0-e1ab-492e-bf10-87a8e2bab724,1,Kim then went and got a replacement cat.,Neutral,0.53,Kim missed her pet dog.,Negative,0.10
2e7be90b-e647-45f0-a62c-f13d5c8c7c2d,1,Jill's boyfriend told her he loved the sweater.,Positive,0.98,Jill's boyfriend was delighted to receive a ticket to Disneyland.,Positive,0.99
e7be33ba-9c8c-42ab-9d3e-952e6dec0b4a,2,Her niece hated the Easter basket.,Neutral,0.32,Her niece saw the basket and hugged Elaine around the neck.,Positive,0.95
2a832dd8-8382-4ef1-a366-c665a342c5fb,2,Megan chased Mark for a mile before he gave it back.,Neutral,0.63,The next day mark brought her saw as promised.,Positive,0.99
1293a4ea-e078-4a91-b13b-6384e1102eb6,1,I wanted to finish the project successfully.,Neutral,0.62,I hoped my computer would erase my stories.,Negative,0.10
9833deeb-4f6a-4c52-b6e3-94a0fc974d79,1,"They gave me a refund for the case, but not the phone.",Negative,0.06,I comforted by cat after I stepped on her tail.,Positive,0.97
4a79188b-f3b7-4e51-83f7-5ac98283c3f0,2,Carson finished the mile in record time.,Positive,0.94,Carson slowed his pace so that he could finish the mile.,Positive,0.78
16f4d40e-8548-425d-b9aa-90b7be785cf9,2,Ed was surprised at how much the tools cost.,Positive,0.97,Ed was very happy about the money he'd saved.,Positive,0.97
14452d20-2153-463a-878e-0c1780859274,2,Ivan went sprinting through the forest.,Neutral,0.60,Ivan was happy to be on his feet again.,Positive,0.96
8697901a-af8e-45b1-be20-41b79d8c9514,1,Janet's studying paid off and she passed the exams swimmingly.,Positive,0.83,Janet dropped out of university.,Negative,0.20
33eea2b0-9040-4506-af48-e71cdd98ec8f,2,He decided he hated nature.,Negative,0.23,His friends still listened to be enlightened.,Positive,0.95
624f56a0-d3d2-4b5d-8d53-f2d318529028,2,The old woman released the cat into the streets.,Positive,0.80,The kitten was happy to be adopted.,Positive,0.93
0b897141-236a-4329-96d4-1ff9ca054fec,2,Jane was proud of what she had done.,Positive,0.87,Jane had to pay for the bars.,Negative,0.17
de945b2e-59ef-4bc5-9d51-7efa194dd90e,2,My pie won a blue ribbon for most flavor in the baking contest.,Positive,0.95,Predictably the pie was not flavorful.,Negative,0.00
9c15eea0-3d9f-4592-96e6-95ff1c6afbef,1,She couldn't wait to do it again.,Positive,0.94,She decided never to play music again.,Negative,0.02
97f81271-70c7-4335-9074-65a0d92cdf73,1,"My son said they would, so we got a dog.",Neutral,0.50,We then grabbed a small kitten.,Neutral,0.75
77c86c22-80e1-48ea-a5f3-07d6cf5163c9,1,I had a great time.,Positive,0.96,Next time I'll leave my girlfriend at home.,Neutral,0.65
d445d991-a150-45e3-9a44-2b27a1f6ffbc,1,"Bob got very sick, and learned a lesson.",Negative,0.18,Bob then felt much better.,Negative,0.15
d227af59-8fe1-45ec-a5e3-e5313eeef5e9,2,Bob offered the applicant a job at his company.,Positive,0.94,Bob excelled in the interview and got the job.,Positive,0.98
233f93bf-a588-4b7e-8ed3-cbc7686f6700,2,The speaker fell off the roof.,Negative,0.01,But the speaker still did not work.,Negative,0.04
c7e50392-9b3a-4067-96d4-a3a5cc89b400,1,"Unsurprisingly, no puppy was found.",Negative,0.09,Keith was happy because he got a new bike.,Positive,0.98
131f9ed3-fb7c-4018-97c1-cc3b0da77f0e,1,My niece was very upset that her fiance was sick.,Negative,0.07,My niece was thrilled that her fiancé was sick.,Positive,0.94
04756204-9164-47fa-828c-0d395118f43e,2,Timmy went on a vision quest in the desert.,Positive,0.94,Timmy has become less shy now.,Positive,0.90
2da5558a-4a6b-47b1-a10e-f5c7d7b62dbc,1,They ran outside to play.,Negative,0.01,They went back to their rooms to play video games.,Neutral,0.37
3edd4e2a-fbde-49fa-bec2-c935cd84946f,2,She immediately removed the photos from her Facebook page.,Negative,0.25,They all began asking to her make necklaces for them.,Neutral,0.31
1ec0d00c-b567-4936-a06c-19d7119b9d4c,2,Jimmy hated cats.,Negative,0.05,Jimmy adopted the dog.,Positive,0.76
9255428a-470b-422b-a3f1-225a361aaa06,1,The DMV decided to reinstate my driver's license.,Negative,0.11,The DMV said I did not need to fill out the form.,Neutral,0.32
c731d039-ca29-4deb-b13f-618c0ac57844,1,Tara looked forward to wearing it.,Positive,0.96,Tara's mother wore the shirt the day of the prom.,Positive,0.78
afa82e75-50cc-4e27-a03b-036544083db9,1,Sigmund learned to keep some thoughts to himself.,Positive,0.82,Sigmund and his friend moved in together as roommates.,Positive,0.90
2a52b656-e778-4692-9082-22fe3c9cedd4,1,Sarah was able to under pack for a change.,Negative,0.24,Sarah tried to fit all her pets into the kennel.,Negative,0.06
34520ee6-294d-44d1-ba74-11cdc8f21f2c,1,His team managed to secure a narrow victory.,Positive,0.96,His team gave up because they saw no way to win.,Negative,0.06
4471f1ac-1ead-43fc-badf-2d5789bdd589,1,Laurie was glad the police came quickly.,Positive,0.93,Laurie invited the woman to dinner.,Positive,0.85
91806715-182f-4f51-ab27-5658d6780953,2,Sarah and Dan's friend wasn't close to them.,Negative,0.09,Sarah and Dan had a loyal friend.,Positive,0.95
19d4c20d-2646-4da6-8884-e384f6be105c,2,She laughed in Leroy's' face.,Neutral,0.73,She ran away and cried to her mom.,Positive,0.91
52df2537-4123-4188-95ae-46c0e0b0efc7,2,James did not have any money.,Negative,0.03,James was then able to buy himself food.,Neutral,0.49
6b46da01-f7a3-4fb0-9548-d18a420bb36d,2,Susie was excited by the great news.,Positive,0.78,Susie started thinking about getting new car.,Neutral,0.59
b654bde9-c9ed-4f1a-a681-8d5e33551644,2,Victor was not surprised.,Negative,0.10,Victor was amazed.,Positive,0.98
43ebe331-f308-4ddf-822b-ddafb6be431b,2,Bob was overjoyed when he opened the fridge.,Positive,0.98,Bob was very upset when he woke up.,Negative,0.10
eb8fed35-3fc2-40e5-a9a8-94740679d1f0,1,Now she is also watching new shows and loves Hulu!,Positive,0.98,But then she decided not to watch her favorite show.,Neutral,0.41
400c550f-0662-4db5-96dd-513e63bcf9aa,1,Gina went up to her grandpa and saw he was finally at peace.,Positive,0.95,Gina became excited to see her grandpa.,Positive,0.95
fbddc4dc-d53c-464d-9190-f46c27cd275c,2,Bod and Sally decided abandon their daughter.,Neutral,0.27,Bod and Sally had a great time at their party.,Positive,0.99
72ae0ede-94e6-4ed8-af57-2198d7cb0169,2,I broke down in tears and skipped the rest of my classes.,Negative,0.22,That positive attitude remained with me all day.,Positive,0.82
8b89d47e-bfbc-4025-8e2d-45efa09ae52b,1,Her float was ruined.,Negative,0.01,She drank the root beer float.,Neutral,0.68
5b8fafa4-5f28-462c-abd1-50807bc6e72f,1,"After the ride, Amy had to go to first aid center.",Neutral,0.32,Beth and Amy decided to go on the ride a second time.,Positive,0.97
2eac2748-9ff8-4061-8d9c-2a8c78fad47c,2,The driver laughed the whole way home.,Positive,0.87,"The driver drove off shaken, but unhurt.",Neutral,0.42
d5569f5e-0c8a-47e9-9948-0fb157452e11,1,Fred must be a female rabbit.,Negative,0.11,Fred was a male rabbit.,Negative,0.23
bfab5b2d-7fb8-4282-b2b9-379e7d7a03b6,1,Haley reached out to save the baby.,Positive,0.82,Haley is a cat person.,Neutral,0.58
9a292add-d2dc-47be-8bd6-9d5b78dda4b8,1,Tom was happy.,Positive,0.98,Tom was sad.,Negative,0.18
7224af66-74ce-4de5-8d44-7a839173b742,2,I punished my kids by grounding them for a long time.,Positive,0.96,The source of the lice was never determined.,Neutral,0.50
66a5f837-1ea6-44b4-b599-02f89e5807d9,2,I felt relieved and satisfied.,Positive,0.97,I decided to get a second opinion from a different hospital.,Neutral,0.68
f9710718-dcf6-4598-93c3-224d684b9802,1,The gift made Norm's day a lot better.,Neutral,0.37,Norm thought the gift was terrible.,Negative,0.03
b4ca8907-cf9d-4b2f-a551-29bd0ed9c70d,2,Jan refused to eat.,Negative,0.01,Jan had fun cooking.,Positive,0.94
810f3c31-8c95-4659-b60c-5296166ed783,1,She picked a beautiful dress.,Positive,0.98,Rose was very upset with her friend.,Negative,0.05
859a188c-b220-4566-80d0-9b10219f02b2,1,The oldest man had to save Joe.,Neutral,0.70,Joe loved the trip to the river.,Positive,0.97
78e06c6f-f570-477f-862b-3dfc2fb0c6a4,1,I brought lots of snacks and drinks for the meeting.,Positive,0.97,Everyone was sad that I brought snacks and drinks.,Positive,0.95
7e2247e1-c65d-480b-b2e7-c7941930e04c,1,She loved her job and ended up staying for 3 years.,Positive,0.97,"She was repulsed, and ran all the way home.",Negative,0.18
ed71c20d-4a40-4bb1-8f3d-76c13ae7df65,2,Jenny was sad because her tooth was pulled.,Positive,0.80,Jenny's mom congratulated her.,Positive,0.97
f877d83a-63df-4f4e-a426-14fd933427d8,1,Ora was happy with her new smile.,Positive,0.96,Ora decided to never smile again.,Negative,0.15
7af79a27-741f-4dd9-8925-662275b71c5d,2,Brady decided to go for a run.,Positive,0.77,Brady decided not to buy the shirts.,Negative,0.24
a8c3c60b-15e4-4360-b09c-6f79b602198a,1,Kim insisted her mother come with her.,Neutral,0.73,Kim gave Santa a big hug.,Positive,0.88
ca30fccf-8b82-4b50-94a3-0278e5d0a82a,1,I couldn't eat all day from shock.,Negative,0.20,I was the only person who was sad.,Negative,0.20
14ff9673-1004-489e-8e35-c1547fabfb54,1,Connie was happy that the nest was gone.,Positive,0.80,Connie decided to buy a pet cat.,Neutral,0.35
a311dbc2-b791-4b70-a0ef-0cc96f1c464b,2,Jennifer thought hiking was stupid.,Negative,0.02,Jennifer was tired when she finished.,Negative,0.14
6a6f8368-8417-4d20-b86c-ef86d82811d9,1,Faye's friend offered a loan as she waited for the aid to arrive.,Positive,0.89,Faye wished she hadn't stolen the check from her friend.,Neutral,0.40
b27dd8a0-04c9-4f51-a1ec-b3efefcaf91c,2,Trina was happy that she maintained her diet.,Positive,0.91,Trina regretted what she did.,Negative,0.16
e99ac802-819c-4c92-a677-903e5232fccb,1,"Jan's mom quickly ducked, so the dirt and dung missed her face.",Negative,0.24,Jan was excited to see dirt and dung fly into her mom's mouth.,Negative,0.05
d53805a6-a0b9-4bc6-ae71-ce29bc9edad3,1,The poor puppy was hit by a car.,Negative,0.22,The man turned and went home alone.,Neutral,0.74
68e2b013-5b5a-4203-87e2-0cf7761d3b1a,1,The hardest part was eating it while it burned.,Negative,0.05,I put another one in the microwave to defrost.,Neutral,0.35
66ae649c-a2e4-4d39-a5de-cbbe04d87381,1,Jane changed her tire and drove to the office.,Neutral,0.74,"Jane changed all four tires,",Positive,0.79
2ee98af5-c528-432d-827d-a3b55d78a4b4,2,He was so excited.,Positive,0.90,He was very upset.,Negative,0.04
ecff4d84-9884-44ef-be4d-5bfceb737e40,1,Someone found her ferret.,Neutral,0.33,The mailman delivered a parcel.,Neutral,0.39
34b59fbb-d1a7-48ed-bc0f-a094dd052024,2,She cried after losing her job.,Positive,0.76,She laughed on her way out the door.,Positive,0.89
16f0bf1c-f115-4268-a80f-7953e67495ff,2,Amy felt much better.,Neutral,0.29,Amy went to the doctor for treatment.,Positive,0.89
3258c738-0ac4-4d26-9148-2e5f11a97e80,2,Shay refused the woman's offer.,Negative,0.13,Shay was thrilled.,Positive,0.97
279613b3-3b19-46bc-92f8-115043423faf,1,I apologized and my friend forgave me.,Neutral,0.57,My friend gave me a big smile and a hug.,Positive,0.96
79ffefa5-1352-4d0a-90fa-e97fe9918947,2,Doreen's mom laughed and made fun of her.,Positive,0.99,Doreen's mom gave her orange flavored ice cream.,Neutral,0.66
225de5c4-2ed7-4043-9a5e-556ad95820bf,2,Tim's girlfriend was upset because of his gesture.,Negative,0.16,Tim seemed to get better at romantic gestures.,Neutral,0.37
cc17cf01-2e94-454f-b5f9-9b819e31a2e5,1,Someone walking on the shore ran over to rescue Eric.,Neutral,0.63,Eric rescued the turtle from the deep mud.,Positive,0.96
df269aa8-ee3b-4dfa-a1be-3e411948d57b,1,The paper I bought was for little kids.,Neutral,0.71,The paper I bought was a reasonable purchase.,Positive,0.94
4f03a96d-2404-468a-bcae-746e4695d41b,1,"He tried out for the team again and this time, he made it.",Positive,0.96,"The following year, he easily made the swim team.",Positive,0.90
c5415cc7-eebc-48e6-b231-dd746791a887,1,It was nice to all decorate together.,Positive,0.98,I had to do everything myself.,Neutral,0.37
f91ef3f5-43dd-474f-852b-f400ff963b72,1,He loves his bike.,Positive,0.98,He sold his bike for a car.,Neutral,0.49
37fc84a7-73f0-44b0-9503-c2bbd258b84d,2,Kate had a great time on the date.,Positive,0.99,Kate decided to not date rich again.,Negative,0.06
93e172dd-5eff-4beb-a231-66ab98c8bfee,2,I became a shark on Wall Street.,Neutral,0.56,I devoted my life to helping others.,Positive,0.95
d5e56f64-9563-4504-9fe8-e64d340fa777,1,"They had a happy dinner in the kitchen,",Positive,0.87,The Smiths were mad at the builders.,Neutral,0.59
a0dfd717-70e3-48b4-99d2-8b3bcfe56ab6,1,It was a great trip and they had a good time.,Positive,0.98,They decided to cancel the vacation.,Negative,0.03
b52c575f-81be-4ba5-8747-b1c917c059ac,2,I put in an application at Walmart.,Negative,0.07,I then found another job and was happy.,Positive,0.80
1fe51649-a51e-44d4-bc15-c02465509e5a,1,I decided to never play with those kids again.,Negative,0.16,My mother then dried me off.,Negative,0.17
a22f98c1-2af8-4388-a8d7-fdbde5489ce9,1,Brad lost his match and his family thought less of him.,Neutral,0.50,Brad put on a hot dog uniform and became a baseball mascot.,Positive,0.89
d5859771-1731-4ebc-9a56-7d70ad271ffd,1,Tommy and Spot became best friends.,Positive,0.89,Tommy was very sad that his parents did not buy him a cat.,Neutral,0.32
71c745c0-67df-4329-8f64-7d0b8ab5d70b,2,Joe said nothing special happened that day.,Negative,0.09,Joe admitted it was all his fault.,Negative,0.22
c39d54f8-b1fd-4908-8284-b743b7e54a56,2,Marco goes to sleep.,Negative,0.09,He has a very productive day.,Positive,0.89
6cbb79b9-4f64-43ff-9238-b20e6b83667f,1,My niece touched my heart.,Positive,0.99,Our family decided to put my niece up for adoption.,Positive,0.98
926e7355-3938-46d7-a0db-78c51ada2e6a,2,My brother then demanded the candy back.,Positive,0.78,The family and children were grateful to my brother.,Positive,0.96
93390b0f-67dc-4963-b709-d2a07218ed9e,1,Ted waited for the new computer to arrive.,Negative,0.21,Ted didn't really need a computer.,Negative,0.06
b1656d34-87af-45f9-a232-d8628ec3215c,2,Gina decided to go jogging.,Positive,0.76,Gina wished she could afford an air conditioner.,Neutral,0.63
ef933548-533b-4226-b816-f30f0b34cd6e,2,The Blues won the baseball game.,Positive,0.77,"By the end of the match, the Blackhawks won.",Neutral,0.49
e7d066ba-784a-4111-98b4-757c79ae70bc,1,Jon was very worried.,Negative,0.11,Jon shrugged and never petted his dog again.,Neutral,0.34
f66b678f-971a-4b2a-9f36-3d1aaa1f7d83,2,Jeff was very rested in the morning.,Positive,0.86,Jeff was tired in the morning.,Negative,0.12
62da5abd-bc0d-4da0-bbd8-a5f2626bfb1a,1,The t-shirt was a terrible color and I hated it.,Negative,0.00,The t-shirt was a terrible color and I loved it.,Negative,0.23
0bebc49b-9dea-4926-8ab9-1c849bbfe83b,2,Mister Pink thanked Marie for her help.,Positive,0.94,Mister Pink suede Marie for malpractice.,Neutral,0.67
5c0197e8-fea0-4c59-a2bc-720dee8cfc7a,1,But he felt guilty.,Positive,0.76,Jerry loved pizza.,Positive,0.96
5970257c-fa10-4f5a-b1c7-07e03694d296,1,Mary missed the bus and had to walk to her destination.,Neutral,0.42,Mary got on a plane to go to her destination.,Positive,0.86
f03fe39d-748a-46a8-b651-b0f6beb80095,1,This made Tom really happy.,Positive,1.00,My brother wore a red shirt.,Neutral,0.51
5397d7c2-4768-464c-9fbe-af0392290115,1,Tom never had to worry about laces again.,Positive,0.98,Tom's shoelaces started coming untied more often.,Negative,0.20
3a9326e6-39b6-4bca-955d-0a0b65d7c3e5,2,The shoe store gained several customers.,Neutral,0.29,The shoe store lost many customers.,Negative,0.12
e71a2eae-11c9-4144-bd70-af902ac259e3,2,That was why no one liked her.,Negative,0.14,Soon people discovered who she was and loved her.,Positive,0.91
2b07558a-52c5-4866-9be4-f734874b5ed8,1,I will miss Stacy a lot.,Neutral,0.67,I hope Stacy invests in gold or another precious metal.,Neutral,0.72
7cb38ddf-1170-4430-b062-29661a57c01b,1,They loved it.,Positive,0.98,Sal was unemployed.,Neutral,0.47
52e18bbe-6041-4f8b-9674-59c2ba53362a,2,Greg was promoted by his manager.,Neutral,0.52,Greg was then fired from his job for being too violent.,Neutral,0.58
b2af50f0-5071-45d6-aebb-fc46d55e55e9,2,Brian's teacher praised Brian's performance on the test.,Positive,0.84,Brian felt lucky that he got a C on the test.,Neutral,0.38
55902c5f-753a-44b3-81b0-0a967d5f81c9,2,Artie was glad this happened.,Neutral,0.67,Artie was quite upset.,Negative,0.02
e38f97ed-17ff-440d-b4d6-20dbd755f6e3,1,I decided to start a blog.,Neutral,0.48,I decided I wasn't a good writer.,Negative,0.01
a99e1956-703b-4289-8ddf-038b9f68aef2,1,James was proud of himself.,Neutral,0.39,James was ashamed.,Negative,0.02
e103dd1b-f845-4cd1-8a6e-8057eabe91d8,1,Danny loved peanut butter anyway.,Positive,0.93,Danny hated peanut butter.,Negative,0.15
f0781efc-3ea7-4cc6-a130-0323e0483fed,2,Timmy was upset that Billy Idol would visit him.,Neutral,0.59,Timmy got to meet Billy Idol.,Positive,0.95
5b6fe5d3-a3eb-4c0e-89f8-e47cba5b1313,1,The bath relaxed us and we went to sleep.,Neutral,0.36,We decided to never come to Amsterdam again.,Negative,0.07
4c6bafad-35e4-40e1-8602-1cc3e5340f9b,2,Fred felt agitated.,Negative,0.02,Fred felt relaxed.,Positive,0.86
b54615d2-fd13-474d-8378-c61a1546df1d,2,Candice was sad that people didn't like her apartment.,Neutral,0.38,Candice was happy that people liked her apartment.,Positive,0.96
0ec3f991-c64f-4648-a721-0355132aa6fa,1,Tim had to get the car to find his dog.,Neutral,0.67,Tim was relieved his dog ran out.,Neutral,0.28
8c0d6094-7f27-405c-b79d-324230951b7e,1,"After all of his work, he had very tasty french fries to eat.",Positive,0.94,Tony then ate the small casserole.,Negative,0.15
cdaa6d3c-fcc7-430c-811a-2bab0102df39,1,Mary had a wonderful time at prom.,Positive,0.96,Mary stayed home due to the weather.,Positive,0.94
280f56b5-e453-437a-8a2e-6b58b684f629,1,Bob was livid!,Negative,0.00,The mechanic was given a promotion.,Negative,0.08
2548c7dc-5014-4c3d-8610-631e14f2aaf6,1,Sammy got along really well with the new puppy.,Positive,1.00,Susan got rid of her other dog when she got a new puppy.,Positive,0.98
f5f74340-586b-4574-a347-711f91f4dcbf,2,Anna does not have neighbors.,Negative,0.06,Her neighbor gave her a candy bar.,Positive,0.78
ef2e8f43-68de-4c0c-ab6f-8c8e1f3ae032,1,His attempt to fix the painting failed!,Negative,0.08,The painting turned bright pink!,Negative,0.16
a8de583c-bb22-4f79-80e5-8fa63d2cc478,2,Aaron was furious because his tuxedo was ruined.,Negative,0.03,He laughed it off and ordered another drink.,Positive,0.79
17839b9c-2cb0-49f6-863b-286f2aacbbb4,2,I turned the GPS off and found a better way.,Negative,0.03,It was stressful but I finally made it to my destination.,Neutral,0.58
c57406cd-91ee-43cb-b94f-c014117b714b,1,Jill's headache went away.,Negative,0.17,Jill asked him for a pizza.,Positive,0.92
24136530-ec7b-45c5-a68c-778db278330d,2,We enjoyed our time playing ping pong with grandpa.,Positive,0.98,We were disappointed to go home empty handed that day.,Negative,0.03
63a6e5bd-8872-442a-a706-0621525bdaab,1,They ended up giving up.,Negative,0.14,They were eating pizza.,Negative,0.10
3780e0e6-e6d9-44bd-93ba-dfba822abad7,2,Kathy decided to become a sushi chef.,Positive,0.83,Kathy obtained a job in the physical therapy field.,Positive,0.94
7469bc7d-e517-4514-be0c-1529a509757e,2,My mom missed the old furniture.,Positive,0.85,The living room had a brand new appeal.,Positive,0.96
3f10da40-53ee-4635-86b0-dd9527653237,2,George deleted his hard drive.,Negative,0.08,George finished his manuscript and celebrated.,Neutral,0.74
4b33a329-5807-4ab5-a4df-38a83f8e5e18,1,Alice waited for it to cool and then ate a serving.,Negative,0.05,Alice put the pudding right into the garbage disposal.,Negative,0.24
a5361a49-4cf3-48fc-b7d9-34fb1fedaaf5,1,Amelia was very pleased.,Positive,0.98,Amelia was upset her friend taught her to sew.,Neutral,0.31
40669bbc-93fc-4f36-8485-995eff82987a,2,He stopped playing games.,Negative,0.11,He was satisfied with it.,Positive,0.98
c6b10220-cc2e-41f3-8997-8a8af757e1b7,2,She told her grandma to find her own ride.,Positive,0.97,Her grandma climbed in and they drove home.,Neutral,0.53
9d159b40-db33-4f71-b38a-079961d1201d,1,The woman thanked him for rescuing her.,Positive,0.87,The woman thought Olaf was useless.,Negative,0.04
ed4bc144-dec0-447e-8dde-879fd2ebfbac,1,Doug and Patty were delighted at their success.,Positive,0.98,Doug and Patty did not sell much lemonade.,Negative,0.13
e77aca43-0c27-4f92-aa9a-8f234b22080c,2,The network cast her in the show.,Positive,0.76,The letters made no difference.,Negative,0.01
8279ac4e-00a5-4983-9fc8-6342c93ffb12,2,Molly laughed in Mark's face and left.,Neutral,0.75,Molly said yes.,Positive,0.85
d8961a6b-9f18-4c76-a2b4-ad8174ccb62a,1,I gave him the right number and hung up.,Neutral,0.68,I shook the student's hand and thanked him.,Positive,0.90
0b2277ad-811a-4cc3-b2ee-1c634aa4ae6c,2,I was really excited about my dress.,Neutral,0.55,I don't even remember the game.,Negative,0.05
e0e8cc60-87d2-4273-9066-e7b86e9c82e5,2,Jake wore a navy blue suit.,Positive,0.85,When Jake got to his family he was happy his trip was over.,Positive,0.78
5ca3e69b-e8ef-4bbb-87f5-1a8736a9e9a4,1,Jill asked her question.,Neutral,0.61,Jill was suspended for not asking her question.,Negative,0.22
da3219e3-3776-4964-8924-763b97c22eec,2,Jimmy ate a sandwich for lunch.,Negative,0.03,Jimmy still loves alligators but now respects their wild nature.,Positive,0.92
