InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp	rightanswer_len	wronganswer_len	diff_len	rightanswer_numwords	wronganswer_numwords	diff_numwords
1ae8a6ac-ec5c-4d13-9b75-9da2b90feba3	0.9	May wanted to run a salon. She decided to strive for her dream. She signed up for beauty school. She studied hard and finished in six months!	Eventually Mary got to run her own salon.	Mary then got a job as a plumber.	1	1	1	1	1	1	1	0	1	1	1	1	41	33	1	8	8	0
49486f0b-e893-4387-a700-1d17768843ea	0.9	Lars was playing XBOX. His controller stopped working during a game. Lars didn't have a car so he had to walk all the way to the store. The store was being remodeled when he got there so he went to another.	Lars wasn't able to find a controller.	Lars used his money for drugs.	1	1	1	1	1	1	1	1	1	1	0	1	38	30	1	7	6	1
98f922f3-d279-4d4b-b793-70a46d28dd0c	0.9	Ed's family had moved to a rural area. Ed learned that he was to be homeschooled. At first he was apprehensive. But then his mom started to make lessons fun!	He loved his mom's lessons.	He didn't want to have fun at school.	1	1	1	0	1	1	1	1	1	1	1	1	27	37	0	5	8	0
f27c1097-9c89-43c0-9bd2-c224d515a730	0.9	Jack helped his dad carve a pumpkin. He drew the design he wanted. His dad guided his hands in using the knife. He carved out the design.	Jack saved the pumpkin seeds to toast later.	Jack thinks he could never be a good graphic artist.	1	1	1	1	1	1	1	1	1	1	0	1	44	52	0	8	10	0
2b07a9e6-59d3-4752-9b76-0aaef0df964a	0.9	We have two cats at my house. One morning, we could not find the youngest cat anywhere. We called her name and looked all over. Suddenly, she appeared from the heating vent.	We were so relieved!	We were so disappointed!	1	1	1	1	1	0	1	1	1	1	1	1	20	24	0	4	4	0
504f1236-8503-4c75-ab14-85f87237a4cd	0.9	My car overdrive light started flashing yesterday. I was worried. I drove the car to a mechanic to get it checked out. He said that the transmission was the issue.	I'm glad I know what the problem is now.	I still don't know what the problem is.	1	1	1	1	1	1	1	1	1	1	0	1	40	39	1	9	8	1
30d495ed-b3c2-476c-9580-2c552a7ec762	0.9	Kelsi needed her textbook for chemistry. She ordered it online. She waited everyday for it to come but it never came. Finally she got the book a week later.	She decided to buy books earlier next semester.	She dropped her chemistry class.	1	1	1	1	1	1	1	0	1	1	1	1	47	32	1	8	5	1
fc416bf8-23b2-41af-b4bf-ffc544321166	0.9	Felipe had been interested in Germany since he was a young child. He learned about the language and culture by reading library books. Finally in college he was able to visit Berlin. Felipe loved the German art, food, and beer.	Felipe visited Germany again later in his life.	Felipe never wanted to go to Germany again.	1	1	1	1	1	1	1	1	1	1	0	1	47	43	1	8	8	0
ff6bb301-98cc-4d92-b75e-201c7017f71d	0.9	Theo played his drums everyday for the last three years. He had been feeling like he needed to take it to the next level. He decided that finding a band to join was his best option. After looking online around he finally heard of a good choice.	Theo set up an audition.	Theo decided not to apply.	1	1	1	1	1	0	1	1	1	1	1	1	24	26	0	5	5	0
b9ecbddd-bfc8-4ae7-bc82-bb835cee2d49	0.9	Maya was afraid that she was too old to have a family. She dreamed of meeting the perfect man and having kids. Finally she joined a dating service to try to meet the right man. She met a great guy who eventually asked her to marry him.	Maya said yes.	Maya decided to never get married.	1	1	1	1	1	1	1	1	1	0	1	1	14	34	0	3	6	0
73c40173-522e-47b7-9051-d3569be0a196	0.9	I had to write an analysis paper for English. I read the source material over and over. I thought about it very hard. Then, I wrote my analysis paper.	I put a lot of effort into the paper.	I decided to delete the finished paper.	1	1	1	1	1	1	1	0	1	1	1	1	37	39	0	9	7	1
ffe078d1-6744-497d-bf45-e5df0bdfee66	0.9	Sarah was at home when her power was shut off. She had no money to pay the late bill and fees. She contacted a charity in town. She explained the situation.	A charity gave Sarah money to pay her power bill.	Sarah didn't pay her bill, so her power was shut off.	1	1	1	1	1	1	1	1	1	1	0	1	49	53	0	10	11	0
8b0a51f7-0e50-4555-93ba-558b4e7504e6	0.9	Ava had a lot of old clothes. She never wore them, but she didn't want to throw them away. Her mom suggested that Ava donate them. Ava took them to the thrift store and donated them there.	Ava felt very good about what she had done.	Ava felt like a bad human being.	1	1	1	1	1	0	1	1	1	1	1	1	43	32	1	9	7	1
dce33dd0-0dc4-4281-9662-558c4939993f	0.9	Jamie was excited to try a new haircut. It turned out worse than expected. He had no way of getting it fixed. He wore a hat for the next week.	Jamie was very embarrassed.	Jamie was proud.	1	1	1	1	1	1	1	1	1	1	1	0	27	16	1	4	3	1
fdf0440b-4cc3-48ac-8a31-c1a2e3f84513	0.9	Lily went to a nice shop she loved in the city. She loved shopping there but it was very expensive. Thankfully she saw a coat on sale. The coat was sixty percent off.	Lily was glad to buy a new coat.	Lily coated the driveway in gravel.	1	1	1	1	1	1	1	0	1	1	1	1	32	35	0	8	6	1
089aff51-0bfe-4108-b13d-eb10e982de9d	0.9	It was the annual school Amusement park trip. Amy was excited about the water rides. She waited in line to go on the log water ride The Flume. When her log reached the top of the drop she became afraid.	As she descended, she screamed with terror and joy.	Amy had never been so bored.	1	1	1	0	1	1	1	1	1	1	1	1	51	28	1	9	6	1
9b290c9d-18e4-4497-8477-6387e774bc4f	0.9	Larry hasn't eaten all day. He is afraid he doesn't have any food at home to eat. Finally he notices that he has instant noodles in his cupboard. He boils water to cook the noodles.	He has noodles for dinner.	Larry orders a pizza.	1	1	1	1	1	1	1	0	1	1	1	1	26	21	1	5	4	1
144ccda3-995a-40a7-9a0e-bab46b7d0ddc	0.9	Mary and Sally decided to go on a vacation together. After looking at a travel website, then decided on a cruise. They went on a cruise to the Bahamas in April. Both girls had a wonderful time on the cruise.	They both came back perfectly relaxed.	They both came back mad.	1	1	1	1	1	1	1	0	1	1	1	1	38	24	1	6	5	1
77397f03-8e54-4bc2-9e7e-f5836d773971	0.9	Gina was at her uncle's house out of state. Her parents were in the living room playing music. In the kitchen there was a beer can on the counter. She thought about taking a sip.	She decided it would be wrong to drink it.	Gina decided she hated vegetables.	1	1	1	0	1	1	1	1	1	1	1	1	42	34	1	9	5	1
a8778c57-3ff1-41b8-b74f-13d246a2095c	0.9	Neil took a chartered drive up to Broome, Australia. He used it as a launching point for the Outback. He hired a guide to take him on an Outback tour. Its emptiness and glory silenced him.	Neil had a new appreciation for the Outback.	Neil hated the tour.	1	1	1	1	1	1	0	1	1	1	1	1	44	20	1	8	4	1
d04993a8-28f8-4c35-842b-81cc994c2a4a	0.9	Lewis went skating with his friends. They had so much fun. No one wanted to go home. They order pizza and ate lunch there.	Lewis had a great time.	Lewis vowed never to go skating again.	1	1	1	1	1	1	1	1	1	1	0	1	23	38	0	5	7	0
4d1e86d9-f613-47c4-848e-0e4b9fbe3dce	0.9	His eyes burned with pain. His stomach churned and twisted. His lungs were filled with fluid. Painful coughs rattled the halls of his small home.	He was near death for sure, he would be gone before night's end.	He got up and decided to go for a jog.	1	1	1	1	1	1	1	1	1	1	0	1	64	38	1	13	10	1
5b616244-e90d-465e-961f-82a5ed99d2cd	0.9	My friend and I couldn't remember the name of an actor. We kept coming up with the wrong name. Eventually we both came up with different answers. We bet on who was right.	I won the bet.	Then we laughed hysterically at the joke.	1	1	1	1	1	1	1	0	1	1	1	1	14	41	0	4	7	0
139ee01f-668d-457c-9401-e5a6c5fceb1a	0.9	Every day a cat would be chased through the street by a dog. One day, I noticed the cat did not run across the street. I went outside to look for the cat and enjoy the sun. I eventually saw the cat walking with the dog.	I saw they were both on leashes.	I decided to jet ski for them.	1	1	1	1	1	1	1	0	1	1	1	1	32	30	1	7	7	0
abe38e8d-df43-4898-a03d-f9e257ae1a7d	0.9	Dan and three friends wanted to start an exterminator business. They got a small loan and bought some cheap office space. They had to make a lot of their own equipment. They became very specialized, and so kept a regular clientele.	They all made good money.	The next day they closed the business.	1	1	1	1	1	1	1	0	1	1	1	1	25	38	0	5	7	0
7bc76fae-f97a-486b-a9b1-6b2a69049c92	0.9	Steve decides to have an Easter egg hunt at his house this weekend. He buys a dozen eggs, colors them, and hides them in his yard. Steve announces the hunt to all of his friends with kids. Everyone has a great time at Steve's Easter egg hunt.	Steve is proud of his egg hunt.	Steve decides to never have an egg hunt again.	1	1	1	1	1	0	1	1	1	1	1	1	31	46	0	7	9	0
21dbe8c6-ba1a-405c-a47d-9fa178c0a3da	0.9	Laura found a stray kitten walking along her porch. Laura fed the kitten some cat food. The kitten was really hungry! Laura nursed the kitten to good health.	Laura bonded with the kitten.	Laura didn't want to take care of the cat.	1	1	1	1	1	1	1	0	1	1	1	1	29	42	0	5	9	0
5ad26fb2-e9fe-446e-bd33-3b8824df5c69	0.9	Eric was helping his dad clear a wooded area. They were going to put a picnic table there. All of a sudden he was swarmed by bees. He had accidentally disturbed their nest.	Eric got stung by many bees.	The bees did not bother Eric.	1	1	1	1	1	1	1	0	1	1	1	1	28	29	0	6	6	0
edf332e6-e536-42a5-913d-4035645e251c	0.9	The boy wanted to join the tennis team. Tryouts for the team were beginning soon. The boy never played tennis before. He went to the park and practiced every week till the day of tryouts.	When tryouts began, the boy was prepared.	The boy had never seen a tennis racket before.	1	1	1	1	1	1	1	1	1	1	0	1	41	46	0	7	9	0
317ad730-2b9a-4bed-8e7b-3f79063b2890	0.9	Gina knew her sister had taken her phone. She was furious because she had been looking for it for an hour. She grabbed her sister's shirt and demanded the phone. Her sister looked terrified.	Her sister gave her the phone.	Her sister laughed hysterically.	1	1	1	1	1	1	1	0	1	1	1	1	30	32	0	6	4	1
cd871e9b-f151-4ec4-90fb-cd5f0af16bfd	0.9	Rachel wanted to take her husband out to dinner. She had the perfect place in mind, her favorite chinese restaurant. They arrived at the place but saw that it had closed. On a paper on the door, she saw that they had moved out of town.	Rachel and her husband found somewhere else to eat.	Rachel asked her husband for a divorce.	1	1	1	1	1	0	1	1	1	1	1	1	51	39	1	9	7	1
409597da-4640-425c-9187-db5218ac1761	0.9	Maddy was always used to seeing old man Joe. She thought of him a sort of watchman. Each morning when she passed him she'd give him a dollar. Sometimes, she'd even bring him some coffee or a bite to eat.	Joe was grateful.	Joe hated Maddy.	1	1	1	0	1	1	1	1	1	1	1	1	17	16	1	3	3	0
ac671c1f-38ad-4e16-8d89-e1d9d8616358	0.9	I worked two shifts one night. On the way home i could barely see the road. I barely missed hitting an oncoming car. it swerved at the last minute.	I narrowly avoided a serious accident.	I decided to drive at that time of night every night.	1	1	1	1	1	1	1	1	1	1	0	1	38	53	0	6	11	0
33a784c3-580e-4a51-b157-f19e8c79681a	0.9	Chief is a great surgeon. He takes his time and rarely goes home. Every day, the stress takes its toll and he drinks too much. Chief decides to get healthy and stop drinking.	He now manages his stress in a much more healthy way.	Chief took up smoking in the place of drinking,	1	1	1	0	1	1	1	1	1	1	1	1	53	47	1	11	9	1
ff076fa5-a71c-49fc-a366-b6f69d9bb64e	0.9	I woke up on my twenty first birthday excited. I knew that I was going to buy my first beer. I went to the grocery store with my ID. I found a reliable beer and purchased it.	I brought the beer home and enjoyed my first legal drink!	I decided not to drink the beer.	1	1	1	0	1	1	1	1	1	1	1	1	57	32	1	11	7	1
2a20ebdb-d267-4f11-973f-530272bd0279	0.9	Anna went to an animal rights protest. She told people about animal rights issues. She asked for donations. A lot of people listened to her and donated money.	Anna used the money to help abused animals.	Anna was upset that no one else shared her concern.	1	1	1	1	1	1	1	1	1	1	0	1	43	51	0	8	10	0
954285ab-bcd5-404c-bfd8-9d6bcbc1e340	0.9	Rudy really wanted a dog. He begged his parents for one. They said if he cared for it, he could have one. Rudy agreed to walk and feed it every day.	Rudy's parents took him to the shelter to pick out a pet dog.	Rudy's parents decided not to get him a dog.	1	1	1	1	1	1	1	1	1	1	0	1	61	44	1	13	9	1
545e89dd-b964-43cb-913a-7de7e2781480	0.9	Mary had exited the airplane and headed toward the luggage carousel. She knew it would take a little time before she spotted her suitcase. She waited patiently while others picked their luggage off the rack. After no sign of her suitcase she asked a worker.	The worker found her suitcase and gave it to her.	The worker then walked away with Mary's suitcase.	1	1	1	0	1	1	1	1	1	1	1	1	49	49	0	10	8	1
2984ad6e-01f2-4211-9ed4-42c98909ae81	0.9	While doing dishes I grabbed two tea cups with one hand. They banged together and chipped one. I picked up the chip and set it aside. The next day I glued it back together.	The glue held and I drank out of the cups.	I threw the cups in the garbage.	1	1	1	0	1	1	1	1	1	1	1	1	42	32	1	10	7	1
a2a7faee-b51d-4382-83ca-1a8344ffbe6a	0.9	Javier has been walking to work for many Year's. Despite his long walk, Javier is always at work on time. Javier's boss realizes how long the walk is and buys Javier a bike. Now Javier can ride his shiny new bike to work every day.	Javier is now early to work.	Javier quit his job.	1	1	1	1	1	1	1	0	1	1	1	1	28	20	1	6	4	1
e50751b4-acf2-4751-81c5-5a5888bf8f91	0.9	Kathy needed to get to work. The ice in the driveway prevented her from moving the car. She tried putting salt, and sand but nothing helped. Finally a neighbor came by to help.	The neighbor ended up just driving her to work himself.	The neighbor had a history of minor kleptomania.	1	1	1	1	1	0	1	1	1	1	1	1	55	48	1	10	8	1
89797016-e5d0-41ad-bd68-e4c1fe233855	0.9	Ana forgot her umbrella. After school, she realized it was raining. She was supposed to walk home. As she headed out, she noticed a familiar car.	It was her boyfriend come to pick her up.	Anna opened her umbrella.	1	1	1	1	1	1	0	1	1	1	1	1	41	25	1	9	4	1
2c8ce270-a964-41db-9dc2-112a24c5b354	0.9	I came home from school. My mom reminded me about a report that's due soon. I immediately started on it. Since my brother was sleeping, I stayed up in the living room.	I finally finished it on time.	I went to school with blue hair.	1	1	1	0	1	1	1	1	1	1	1	1	30	32	0	6	7	0
f60c9867-8ce0-436a-90c2-e95ad5379dfe	0.9	Tom went whale watching today. He had never been on such a big boat before. Once the boat got out into the ocean Tom was excited. A huge whale came up to the side of the boat.	Tom can't wait until the next time he can go on a whale watch.	Tom decided he was disinterest and wanted to go home.	1	1	1	0	1	1	1	1	1	1	1	1	62	53	1	14	10	1
359574ad-2e7b-4a2a-9457-2bc424fb0603	0.9	I smoked since I was twenty Years old. Last year I decided to quit. It was hard not to smoke the few months. It got easier to stop everyday.	Eventually I stopped smoking.	I felt ashamed of myself ever since.	1	1	1	1	1	0	1	1	1	1	1	1	29	36	0	4	7	0
f01c83e6-1c73-4ad7-80bd-c5b888da5bfe	0.9	Mia opened a cafe when she was thirty. After five Years, the cafe got really successful. One day a celebrity visited her cafe. The celebrity was so impressed that they tweeted about it.	Her cafe became even more popular.	Her cafe went out of business.	1	1	1	1	1	1	0	1	1	1	1	1	34	30	1	6	6	0
e4856657-9d0e-4c9a-aa79-08818c7a9bc7	0.9	Tom was hiking one day. He always traveled on the path. Soon, the path split into two. He didn't know where to go.	He took the right path and discovered a small waterfall.	He turned and went back home instead.	1	1	1	1	1	1	1	1	1	1	1	0	56	37	1	10	7	1
1c286179-4e97-4735-ba22-6d5170a1b990	0.9	Last night Jack went on a blind date. When he arrived at the restaurant a he heard someone yell his name. He spotted a blonde waving from across the room. She was nothing like the photo she sent.	But he figured he would try to make the most of it.	He grabbed his golf clubs and went home.	1	1	1	1	1	1	1	1	1	1	0	1	51	40	1	12	8	1
7f6a562b-2857-44ca-91f7-6d94012f31ef	0.9	Today was the day Fred was getting his exam back. He was quite excited. But at the same time he was nervous. Finally when he got it back he saw that he aced it.	He was so excited to ace it.	He was upset at the grade he received.	1	1	1	1	1	0	1	1	1	1	1	1	28	38	0	7	8	0
d857c1d6-55f5-4940-b222-60013a3363f2	0.9	Sarah decided to participate in a karaoke contest at her local bar. She wanted to win the prize money but also wanted the accolades. The night of the contest she was nervous and got pretty drunk. Luckily she was an even better singer when she was inebriated.	She won first prize that day.	Sarah couldn't even make third place.	1	1	1	1	1	1	1	0	1	1	1	1	29	37	0	6	6	0
cd35466b-8dd6-4678-9beb-74f055764d33	0.9	Tony loved Maria. They had been dating for a year. He decided to propose to her. He got her a great ring and popped the question.	Maria said yes.	Maria told Tony that she wanted a divorce.	1	1	1	1	1	1	1	1	1	0	1	1	15	42	0	3	8	0
34f44b47-96ee-479f-9a4e-72f311c00b77	0.9	Julie was sitting in the front of a speedboat. The driver wanted to go over a huge wave. They flew over the wave, going really high in the air. When they crashed back down, Julie hit her face on the boat.	The driver immediately stopped to help Julie.	The driver saw this and kept driving.	1	1	1	0	1	1	1	1	1	1	1	1	45	37	1	7	7	0
36df2002-92f3-4a85-ac47-8df95d219cb2	0.9	Ella's dad had to go on a business trip to Munich. Ella begged her dad to bring her with him. She had never been to Germany and she wanted to see it! Her dad agreed and brought Ella with him on the trip.	She had a wonderful time.	She was disappointed.	1	1	1	1	1	0	1	1	1	1	1	1	25	21	1	5	3	1
eb739741-c323-442a-8667-4adc505ef21e	0.9	I had saw a bunny On craigslist. I called to go an pick her up. We arrived at the house. I saw my new bunny for the first time.	I took my new bunny home and loved it.	I decided to take the bunny to a pet store.	1	1	1	1	1	1	1	1	1	1	0	1	38	43	0	9	10	0
d42984d5-572a-4286-bea7-22f80865c8b0	0.9	Mark has spent Years without a girlfriend. He tried meeting someone to date without any success. Finally a friend introduces him to Carol, and they arrange a date. Mark and Carol have a nice night out at a restaurant.	Mark and Carol arrange a second date.	Mark decides he no longer wants to date.	1	1	1	1	1	1	1	0	1	1	1	1	37	40	0	7	8	0
2124d751-6168-4fc0-8b29-0c54298f26cc	0.9	I'd ordered two flash drives. I walked down to the mailbox in the deep snow. I was frustrated to find only one package. I was more frustrated to find both my items should have been in it.	I called the shipper.	I decided recommend the company to others.	1	1	1	1	1	1	1	0	1	1	1	1	21	42	0	4	7	0
73e23a54-93df-48e2-84f3-14795a76cf6f	0.9	Lisa makes celebration cakes for a living. She was asked to make a grand five tier wedding cake. She is very excited and a bit nervous about this. She outdoes herself and makes the most beautiful wedding cake ever.	Afterward, Lisa was swamped for cake orders for weddings.	Lisa was ashamed to deliver the ugly cake to the wedding.	1	1	1	1	1	1	1	1	1	1	1	0	57	57	0	9	11	0
32618467-c2f9-4bb5-a619-d77135a738d8	0.9	Sam was an exceptional ice skater. One day, Sam decided to try hockey. He and his friend practiced together every chance they could. They went to tryouts and did their best.	Sam and his friend scored a goal.	Sam hit a homerun.	1	1	1	1	1	1	1	0	1	1	1	1	33	18	1	7	4	1
11c99af0-78e8-414d-b78c-2c70fe407ba6	0.9	Mike had a beautiful girlfriend. One day he was walking around his school yard. He saw his girlfriend with another guy. The other guy was his friend bob.	Mike was sad to see his girlfriend with someone else.	Mike was glad he didn't walk around the schoolyard.	1	1	1	0	1	1	1	1	1	1	1	1	53	51	1	10	9	1
260e3531-154f-41a9-bebc-dc6e76483958	0.9	My mom always tells me to wake up and enjoy the sunrise. She tells me I miss out on all of life's beauty staying in. So I woke up extra early and sat on my balcony with some coffee. The sun rose shortly after 6 in the morning.	It was beautiful and relaxing.	I never liked my mom.	1	1	1	1	1	1	0	1	1	1	1	1	30	21	1	5	5	0
afce53c3-3bec-4a52-b370-337d64bc60e1	0.9	Dennis was walking in the woods. He found a black lab. The lab tried to bite him. Dennis showed he was a friend not enemy.	The lab and Dennis became best friends.	The rabbit hopped away.	1	1	1	1	1	1	1	0	1	1	1	1	39	23	1	7	4	1
f1c60fd9-11a7-4ab9-a785-e538e240c9cb	0.9	Dan and Tim were going to have a picnic. Tom made sandwiches for the picnic. Tim brought lemonade for the picnic. As the boys were leaving it started to rain.	Dan saved the day and picnic by bringing an umbrella.	Dan put on his heaviest winter clothing.	1	1	1	0	1	1	1	1	1	1	1	1	53	40	1	10	7	1
9961556e-3c67-4fde-9316-95a1a6f77166	0.9	It was my first day at work and I was so nervous. I started sweating as I entered the office. My supervisor noticed that I was tensed and asked me for lunch. We went on a team lunch and I made friends there.	I had a great time.	I hated everyone.	1	1	1	1	1	1	0	1	1	1	1	1	19	17	1	5	3	1
db332cc3-4873-409f-89ba-ca07672122d0	0.9	Amy worked nights at a call center. Since she worked at night she recorded her favorite show on her DVR. Amy was anticipating watching the new episode of her show that evening. Amy tried to watch the show, but she forgot to set the DVR to record.	Amy went online to watch it instead.	Amy made popcorn.	1	1	1	1	1	0	1	1	1	1	1	1	36	17	1	7	3	1
a8b94bd7-3535-4074-977a-9ff33f4c8454	0.9	Gertrude has always wanted to visit Atlanta. Finally she decides to make her dream trip a reality. She spends several days seeing the sights in Atlanta. Gertrude loves trying the local food and seeing musicians perform.	Gertrude wonders if she could find a decent job in Atlanta.	Gertrude decides her husband may like the leopard print dress.	1	1	1	0	1	1	1	1	1	1	1	1	59	62	0	11	10	1
c61daa12-8389-4730-ba3d-1e2201cd9319	0.9	Lorraine decides she wants to dress up for a night out. At first she is unsure how to look especially nice. Finally she decides to apply mascara and lipstick. She feels much more confident and beautiful.	Later on, she meets a handsome gentleman.	She sobbed quietly, feeling very lonely.	1	1	1	1	1	1	1	1	1	0	1	1	41	40	1	7	6	1
5ca8bfba-8797-466a-b088-92f0f6b6a7c2	0.9	Timothy had an urge to eat sweets. He was looking everywhere for something sweet to eat. He found what he was looking for. It was a gigantic cupcake his mom made.	Timothy eat the cupcake in one big bite.	Timothy ordered a veggie burger from the new fast food restaurant.	1	0	1	1	1	1	1	1	1	1	1	1	40	66	0	8	11	0
0f29fff9-862f-4625-bc6f-27c9cacc86c8	0.9	Ed was not doing very well in science class. He knew he had to ace the exam in order to pass. He studied all week before the exam. Then he did his best on the test.	Ed's parents were proud.	Ed's parents grounded him.	1	1	1	1	1	0	1	1	1	1	1	1	24	26	0	4	4	0
9a0d9b7c-99bb-46e5-9f0f-7906c0c3473f	0.9	Tara was watching the baseball game. Her TV started to flicker. The bulb in her television needed to be replaced. Tara drove down to her local electronics store.	Tara bought a bulb.	Tara got an ice cream.	1	1	1	0	1	1	1	1	1	1	1	1	19	22	0	4	5	0
5d634644-1c65-4d06-a16f-de9da7fe08e8	0.9	Sue was nervous about taking the driver's test. But she had been practicing a lot so she felt confident in her skills. She arrived at the DMV and the driving instructor greeted her. The test was going well, until Sue's car started to overheat.	Sue would have to wait five weeks to take the test again.	The DMV hired her on the spot.	1	1	1	1	1	1	1	1	1	1	0	1	57	30	1	12	7	1
2f74e81d-957b-4541-9e66-59e5eaa6aef1	0.9	John was writing lyrics for his new album. He started experiencing writer's block. He tried to force himself to write but it wouldn't do anything. He took a walk, hung out with some friends, and looked at nature.	He felt inspiration and then went back home to write.	John then got an idea for his painting.	1	1	1	0	1	1	1	1	1	1	1	1	53	39	1	10	8	1
a5034e4a-19a2-4a61-af1f-737770c85df9	0.9	Kelly and her friends wanted to try the new Asian fusion restaurant. They absolutely loved Asian food. As soon as they walked in the atmosphere was great. The food was delicious.	They were happy they had come to the new restaurant.	They were angry they had come to the new restaurant.	1	1	1	1	1	0	1	1	1	1	1	1	52	52	0	10	10	0
b44ad8d1-9c6c-4d3e-a677-5e2178c84e90	0.9	Vianna went to church on a Saturday. She sat in the pew and listened to the sermon. The sermon was very interesting and she had questions. She decided to ask the speaker about some questions she had.	The speaker was able to give her all of the answers she needed.	Vianna suddenly decided she didn't have any questions.	1	1	1	0	1	1	1	1	1	1	1	1	63	54	1	13	8	1
b9ae260c-6981-431f-8492-a5ca05cd89df	1.0	It was midnight, and Lynn's family was asleep. Lynn and her friends decided to meet some boys at the park. They decided it would be dangerous to sneak out her room window. So they went to the basement.	Lynn and her friends snuck out of the basement door.	Lynn decided to stay home and play a game.	1	1	1	1	1	1	1	1	1	1	1	1	52	42	1	10	9	1
1d7f87b8-0409-4313-9e30-067aa818b9a8	1.0	Mary decided to take her husband to a football game. When they arrived to the front, they gave their tickets away. They sat in the second to last row in the front. Although their favorite team was losing, they had a good time.	Mary decided to take her husband to the game again next week.	Mary decided never to take her husband anywhere again.	1	1	1	1	1	1	1	1	1	1	1	1	61	54	1	12	9	1
a0769cd4-45a0-492c-a566-b14b9b17cba6	1.0	Ivy wanted a cell phone like all her friends. She saved up her money from delivering papers. Soon she had enough for a phone. She went shopping and selected the perfect phone.	She loved her new phone.	Amy spent all of her money on clothes.	1	1	1	1	1	1	1	1	1	1	1	1	24	38	0	5	8	0
1594dcd8-577a-44a6-bdaa-719da03db997	1.0	I went driving the other day. After putting the key in, I turned the ignition. It wasn't long before I was on the road! I went to a grocery store to see if there were any deals.	There were, and I bought food and then went home.	I did not food, so I drove straight home.	1	1	1	1	1	1	1	1	1	1	1	1	49	41	1	10	9	1
17af4d5b-7f95-4383-a5fd-a5ec2755e82d	1.0	Neil wanted to see ancient temples and ruins. He decided Asia was a great place to start. He flew to Cambodia and went sightseeing. He saw so many old temples in the jungles there.	Neil was happy he made the trip.	Neil was bored of the trip and went home.	1	1	1	1	1	1	1	1	1	1	1	1	32	41	0	7	9	0
3143fe60-f08d-4408-b30a-a0463ad4ffbe	1.0	Lee wanted to give his mom a nice gift for her birthday. But he had no money! So he decided to make her a card and cake. He put in lots of time and effort.	Lee's mom was very happy when she received it.	Lee's mom hated it.	1	1	1	1	1	1	1	1	1	1	1	1	46	19	1	9	4	1
dd101579-96e4-4840-9e33-9bb4ce3c18ab	1.0	Jamie's friends at school always told her baseball was a boys sport. However, Jamie loved baseball more than any other activity. So Jamie practiced baseball no matter what the others said. Soon she was the best baseball player at school.	No one made fun of Jamie and her love of baseball again.	Jamie decided she didn't like baseball anymore.	1	1	1	1	1	1	1	1	1	1	1	1	56	47	1	12	7	1
be86f0f6-c225-422e-842a-13f65f81163e	1.0	Yesterday I felt very sick. I had to take the day off. Thankfully I was able to relax. I took some soup and rested.	I took a long nap and am feeling better.	I went to the gym and exercised.	1	1	1	1	1	1	1	1	1	1	1	1	40	32	1	9	7	1
d4658ee8-28bd-414b-9bb2-7874a6facec5	1.0	The Waltons hadn't had a vacation in Years. This last summer they decided to drive to the beach. The family drove for hours and stopped a few times along the way. They spent five days at a nice hotel at the beach.	The Waltons were very relaxed.	The Waltons felt extremely stressed.	1	1	1	1	1	1	1	1	1	1	1	1	30	36	0	5	5	0
585f3fd6-15e4-4511-bf0a-1656562bb849	1.0	Rachel's mother always made her and the kids Kool-Aid. One day Rachel was very thirsty. She decided to make herself Kool-Aid for the first time. She dumped the package in water and stirred it up and took a sip.	She realized she mixed in too much water and it tasted bad.	She realized a hotdog would be great instead.	1	1	1	1	1	1	1	1	1	1	1	1	59	45	1	12	8	1
78cf9c7e-5f3a-46d8-8b2d-737c26886b46	1.0	Abby skated on her rollerblades down the driveway. Her father was pulling in and didn't see her. He accidentally hit her as she skated down. Abby's arm was broken.	Her dad took Abby to the emergency room right away.	Abby's dad went on to park the car in the garage.	1	1	1	1	1	1	1	1	1	1	1	1	51	49	1	10	11	0
d8079c78-7eda-4006-a7f5-993cc1456bcb	1.0	Miles was a roofer. He loved his job and was very good at it. However, one day he was not paying attention and fell off the roof. Luckily, he only broke his leg.	Miles decided that he needed to be more careful.	Miles got up and walked away.	1	1	1	1	1	1	1	1	1	1	1	1	48	29	1	9	6	1
4592cfc4-9dad-488f-b2e9-9a0fadf765ad	1.0	Katie decided it would be fun to dye some Easter eggs. She got her siblings together and they started dying a dozen. The chose all different colors. When they were done they looked beautiful.	They were proud of their eggs.	They were sad about the eggs.	1	1	1	1	1	1	1	1	1	1	1	1	30	29	1	6	6	0
bf4ea690-b2c5-4c11-a732-2228bc4eef56	1.0	Ben wanted to sell his rocking chair. He had it for 20 Years. He dusted it off and put a for sale sign on it. He placed it in his yard so people would see.	Later that day, Ben sold his chair for $50.	Ben decided to keep the chair instead.	1	1	1	1	1	1	1	1	1	1	1	1	43	38	1	9	7	1
fbced885-a0ad-4340-aac1-55b926af7c0a	1.0	Arthur fell asleep while smoking one night. The cigarette but was still lit and fell on the floor. It rolled to the curtains and caught them on fire. Eventually his whole house burned down.	Arthur died in the fire.	Arthur was proud of what he had done.	1	1	1	1	1	1	1	1	1	1	1	1	24	37	0	5	8	0
